2429;2;335;04/07/2019
3169;3;0;04/07/2019
3130;1;3375;04/07/2019
5429;2;801;04/07/2019
2914;2;211;04/07/2019
8948;3;0;04/07/2019
6898;3;0;04/07/2019
6098;3;0;04/07/2019
3147;3;0;04/07/2019
3300;3;0;04/07/2019
5150;2;124;04/07/2019
576;2;940;04/07/2019
3412;3;0;04/07/2019
787;3;0;04/07/2019
8841;3;0;04/07/2019
983;3;0;04/07/2019
9016;3;0;04/07/2019
6622;3;0;04/07/2019
2757;3;0;04/07/2019
8290;3;0;04/07/2019
892;3;0;04/07/2019
6207;2;697;04/07/2019
1288;1;3423;04/07/2019
4095;2;595;04/07/2019
7002;1;96;04/07/2019
5925;2;593;04/07/2019
7691;2;68;04/07/2019
2538;1;3078;04/07/2019
5630;1;2234;04/07/2019
6869;1;156;04/07/2019
8287;1;262;04/07/2019
3941;3;0;04/07/2019
7236;1;3042;04/07/2019
2547;1;450;04/07/2019
1772;1;4424;04/07/2019
625;2;823;04/07/2019
8505;1;1469;04/07/2019
2290;1;175;04/07/2019
1427;3;0;04/07/2019
3462;3;0;04/07/2019
5185;3;0;04/07/2019
5009;1;394;04/07/2019
2773;1;1389;04/07/2019
5823;2;729;04/07/2019
7720;1;290;04/07/2019
497;1;114;04/07/2019
2622;2;204;04/07/2019
4304;2;598;04/07/2019
8294;1;1544;04/07/2019
2580;3;0;04/07/2019
1406;3;0;04/07/2019
1245;1;140;04/07/2019
4571;1;5152;04/07/2019
4066;2;384;04/07/2019
1489;2;950;04/07/2019
4804;1;97;04/07/2019
2638;1;2051;04/07/2019
192;1;330;04/07/2019
1519;1;2047;04/07/2019
5484;3;0;04/07/2019
5274;1;1232;04/07/2019
8254;1;732;04/07/2019
4471;3;0;05/07/2019
5471;1;695;05/07/2019
8287;3;0;05/07/2019
1648;2;829;05/07/2019
621;2;679;05/07/2019
4152;2;682;05/07/2019
7440;2;179;05/07/2019
8539;1;541;05/07/2019
7999;2;709;05/07/2019
1540;3;0;05/07/2019
2809;2;384;05/07/2019
9307;2;330;05/07/2019
4484;1;3694;05/07/2019
8145;3;0;05/07/2019
6934;1;2228;05/07/2019
161;2;260;05/07/2019
5509;3;0;05/07/2019
4483;3;0;05/07/2019
6240;2;487;05/07/2019
8811;2;555;05/07/2019
4740;1;992;05/07/2019
8009;3;0;05/07/2019
3830;2;375;05/07/2019
1443;3;0;05/07/2019
5857;2;781;05/07/2019
7349;2;78;05/07/2019
7049;3;0;05/07/2019
5742;3;0;05/07/2019
8895;1;107;05/07/2019
3632;3;0;05/07/2019
6917;2;164;05/07/2019
563;2;624;05/07/2019
4274;1;30;05/07/2019
6812;2;93;05/07/2019
5771;2;438;05/07/2019
5317;2;666;05/07/2019
9302;3;0;05/07/2019
299;3;0;05/07/2019
7573;2;154;05/07/2019
8352;2;661;05/07/2019
684;1;670;05/07/2019
5825;2;155;05/07/2019
3738;1;2674;05/07/2019
5807;2;894;05/07/2019
7867;1;2474;05/07/2019
2080;2;76;05/07/2019
1476;2;89;05/07/2019
8749;2;878;05/07/2019
6293;2;112;05/07/2019
8386;2;653;05/07/2019
8380;3;0;05/07/2019
4857;2;384;05/07/2019
5295;2;870;05/07/2019
1756;2;196;05/07/2019
4387;1;1553;05/07/2019
7567;2;907;05/07/2019
208;2;790;05/07/2019
9116;1;2426;05/07/2019
7241;2;158;05/07/2019
8464;1;2671;05/07/2019
8956;1;3160;05/07/2019
5737;1;104;05/07/2019
7291;2;875;05/07/2019
3408;1;583;05/07/2019
6230;1;202;05/07/2019
6772;2;923;05/07/2019
3029;3;0;05/07/2019
1359;1;3280;05/07/2019
9080;3;0;05/07/2019
3239;3;0;05/07/2019
1547;3;0;05/07/2019
6222;2;656;05/07/2019
7046;2;793;05/07/2019
1358;2;645;05/07/2019
2659;3;0;05/07/2019
1983;1;1027;05/07/2019
7263;2;942;05/07/2019
219;1;40;05/07/2019
6662;2;566;05/07/2019
7966;1;771;05/07/2019
5582;3;0;05/07/2019
736;3;0;05/07/2019
6138;3;0;05/07/2019
8442;2;488;05/07/2019
5803;1;2420;05/07/2019
7692;3;0;06/07/2019
6487;1;3057;06/07/2019
8478;1;1927;06/07/2019
1902;2;488;06/07/2019
418;3;0;06/07/2019
8424;3;0;06/07/2019
8921;3;0;06/07/2019
4372;3;0;06/07/2019
8071;2;278;06/07/2019
4946;1;2570;06/07/2019
2636;1;1654;06/07/2019
6883;2;852;06/07/2019
6022;2;422;06/07/2019
7772;1;51;06/07/2019
6028;3;0;06/07/2019
961;1;3266;06/07/2019
5144;1;5175;06/07/2019
8857;3;0;06/07/2019
4432;2;978;06/07/2019
1907;3;0;06/07/2019
5158;2;627;06/07/2019
5502;1;1507;06/07/2019
421;3;0;06/07/2019
2286;3;0;06/07/2019
7687;3;0;06/07/2019
6738;1;3711;06/07/2019
8449;3;0;06/07/2019
6424;3;0;06/07/2019
2722;3;0;06/07/2019
7067;2;475;06/07/2019
2621;1;170;06/07/2019
2114;1;3252;06/07/2019
7858;3;0;06/07/2019
185;2;790;06/07/2019
4634;2;356;06/07/2019
2944;2;544;06/07/2019
5553;3;0;06/07/2019
5271;2;601;06/07/2019
3087;1;22;06/07/2019
7959;3;0;06/07/2019
8496;1;215;06/07/2019
6520;3;0;06/07/2019
6834;1;2496;06/07/2019
2139;2;736;06/07/2019
8243;3;0;06/07/2019
5261;1;860;06/07/2019
2127;1;1205;06/07/2019
3768;3;0;06/07/2019
2043;3;0;06/07/2019
8764;2;301;06/07/2019
717;3;0;06/07/2019
8756;1;2071;06/07/2019
7881;1;1166;06/07/2019
7879;1;592;06/07/2019
6204;3;0;06/07/2019
5929;3;0;06/07/2019
1584;1;650;06/07/2019
2025;1;779;06/07/2019
4301;2;831;06/07/2019
5734;3;0;06/07/2019
2953;3;0;06/07/2019
4839;1;3574;06/07/2019
2992;1;799;06/07/2019
5528;3;0;06/07/2019
8968;2;565;06/07/2019
3185;3;0;06/07/2019
3298;2;936;06/07/2019
3898;2;942;06/07/2019
6895;3;0;06/07/2019
1089;3;0;06/07/2019
364;2;928;06/07/2019
4272;1;3819;06/07/2019
2801;1;19;06/07/2019
1808;3;0;06/07/2019
7438;3;0;06/07/2019
2757;3;0;06/07/2019
8038;2;468;06/07/2019
8254;1;61;06/07/2019
6411;3;0;06/07/2019
6410;1;80;06/07/2019
8423;2;709;06/07/2019
3190;1;210;06/07/2019
7697;2;751;06/07/2019
3830;2;947;06/07/2019
2841;2;700;06/07/2019
3152;2;814;06/07/2019
6908;2;253;06/07/2019
2166;2;609;06/07/2019
3145;3;0;06/07/2019
114;3;0;06/07/2019
871;3;0;06/07/2019
9205;1;1653;06/07/2019
2316;3;0;06/07/2019
3784;2;943;06/07/2019
7291;1;46;07/07/2019
8596;2;501;07/07/2019
1117;1;2440;07/07/2019
4777;1;1769;07/07/2019
5681;3;0;07/07/2019
528;3;0;07/07/2019
715;2;826;07/07/2019
7056;2;250;07/07/2019
8236;1;1329;07/07/2019
1568;2;142;07/07/2019
8830;1;769;07/07/2019
7290;3;0;07/07/2019
2419;1;3322;07/07/2019
538;3;0;07/07/2019
8991;1;1670;07/07/2019
913;3;0;07/07/2019
8580;3;0;07/07/2019
3329;2;432;07/07/2019
3345;2;396;07/07/2019
5015;2;186;07/07/2019
7634;1;4793;07/07/2019
5546;3;0;07/07/2019
2801;1;349;07/07/2019
4484;1;3612;07/07/2019
7622;2;408;07/07/2019
6108;3;0;07/07/2019
1245;1;606;07/07/2019
349;3;0;07/07/2019
5397;2;728;07/07/2019
3490;3;0;07/07/2019
3874;1;26;07/07/2019
6671;2;667;07/07/2019
989;1;3384;07/07/2019
635;2;555;07/07/2019
5591;2;811;07/07/2019
4874;2;460;07/07/2019
6972;2;260;07/07/2019
8690;3;0;07/07/2019
2125;2;991;07/07/2019
2931;1;1001;07/07/2019
6221;1;1508;07/07/2019
1073;3;0;07/07/2019
3743;1;931;07/07/2019
1032;3;0;07/07/2019
3097;1;138;07/07/2019
2121;1;1117;07/07/2019
3087;3;0;07/07/2019
3572;1;390;07/07/2019
1783;2;816;07/07/2019
8518;3;0;07/07/2019
9235;2;686;07/07/2019
867;1;773;07/07/2019
7978;3;0;07/07/2019
7165;3;0;07/07/2019
5357;2;553;07/07/2019
3029;3;0;07/07/2019
6430;1;62;07/07/2019
2258;2;505;07/07/2019
4955;3;0;07/07/2019
3641;1;3733;07/07/2019
5697;3;0;07/07/2019
2247;2;227;07/07/2019
1066;1;333;07/07/2019
7766;2;773;07/07/2019
2618;3;0;07/07/2019
1195;2;326;07/07/2019
4919;1;30;07/07/2019
6000;1;1063;07/07/2019
8635;3;0;07/07/2019
9155;2;208;07/07/2019
1620;2;111;07/07/2019
7397;1;733;07/07/2019
4453;1;1517;07/07/2019
829;2;649;07/07/2019
6410;2;233;07/07/2019
877;1;1203;07/07/2019
7904;3;0;07/07/2019
8014;2;215;07/07/2019
1398;2;420;07/07/2019
4857;3;0;07/07/2019
3463;1;1370;07/07/2019
5156;2;453;07/07/2019
7455;1;152;07/07/2019
6035;1;1912;07/07/2019
3461;3;0;07/07/2019
625;2;306;07/07/2019
2035;1;165;08/07/2019
8227;2;816;08/07/2019
725;1;3423;08/07/2019
4873;2;274;08/07/2019
6598;3;0;08/07/2019
4566;3;0;08/07/2019
604;2;86;08/07/2019
1727;1;4538;08/07/2019
4882;3;0;08/07/2019
5913;1;528;08/07/2019
2210;3;0;08/07/2019
4478;3;0;08/07/2019
2208;2;677;08/07/2019
4750;2;951;08/07/2019
584;2;51;08/07/2019
8486;1;96;08/07/2019
4448;1;2774;08/07/2019
4393;1;107;08/07/2019
7202;3;0;08/07/2019
2234;3;0;08/07/2019
586;3;0;08/07/2019
7095;1;3731;08/07/2019
8321;2;126;08/07/2019
580;3;0;08/07/2019
2342;3;0;08/07/2019
1986;3;0;08/07/2019
4507;2;331;08/07/2019
8416;1;670;08/07/2019
4992;1;183;08/07/2019
2314;1;165;08/07/2019
7046;3;0;08/07/2019
5703;1;5583;08/07/2019
837;3;0;08/07/2019
4273;1;2640;08/07/2019
1462;2;902;08/07/2019
215;1;444;08/07/2019
6676;3;0;08/07/2019
3607;3;0;08/07/2019
7871;3;0;08/07/2019
1245;2;456;08/07/2019
7892;2;488;08/07/2019
6029;2;478;08/07/2019
7896;3;0;08/07/2019
3016;2;864;08/07/2019
3014;1;5197;08/07/2019
1062;2;380;08/07/2019
3072;3;0;08/07/2019
951;2;641;08/07/2019
9154;1;266;08/07/2019
2602;3;0;08/07/2019
173;3;0;08/07/2019
3149;2;608;08/07/2019
8105;1;176;08/07/2019
3106;2;866;08/07/2019
7988;3;0;08/07/2019
192;2;528;08/07/2019
7611;1;215;08/07/2019
9265;1;3783;08/07/2019
462;3;0;08/07/2019
7904;2;507;08/07/2019
1024;1;4249;08/07/2019
5254;1;1924;08/07/2019
6834;2;548;08/07/2019
6157;1;518;08/07/2019
7959;2;899;08/07/2019
983;3;0;08/07/2019
7483;1;743;08/07/2019
6115;2;783;08/07/2019
2851;3;0;08/07/2019
6120;3;0;08/07/2019
2796;3;0;08/07/2019
6118;3;0;08/07/2019
3738;1;5386;08/07/2019
2979;2;974;08/07/2019
3692;2;789;08/07/2019
5606;2;281;08/07/2019
433;1;1637;08/07/2019
5152;1;478;08/07/2019
7907;1;1027;08/07/2019
6368;2;467;08/07/2019
9169;3;0;08/07/2019
6162;3;0;08/07/2019
7923;1;1835;08/07/2019
3710;3;0;08/07/2019
9238;2;366;08/07/2019
5982;3;0;08/07/2019
7766;3;0;08/07/2019
8187;1;815;08/07/2019
3390;1;2024;08/07/2019
3294;1;211;08/07/2019
6269;2;143;08/07/2019
1540;3;0;08/07/2019
7783;1;108;08/07/2019
6737;3;0;08/07/2019
2453;1;522;08/07/2019
5662;3;0;08/07/2019
3279;2;801;08/07/2019
5461;2;565;08/07/2019
4241;1;4434;08/07/2019
5463;3;0;08/07/2019
5942;2;491;08/07/2019
536;3;0;08/07/2019
5039;2;817;08/07/2019
118;2;663;08/07/2019
5937;1;1141;08/07/2019
6728;3;0;08/07/2019
538;1;805;08/07/2019
8200;3;0;08/07/2019
2402;1;1791;08/07/2019
2516;3;0;08/07/2019
124;2;646;08/07/2019
4269;3;0;08/07/2019
3165;3;0;08/07/2019
549;3;0;08/07/2019
6748;3;0;08/07/2019
6692;3;0;08/07/2019
3332;3;0;08/07/2019
1320;3;0;09/07/2019
644;2;356;09/07/2019
6129;3;0;09/07/2019
1143;1;1023;09/07/2019
9080;1;4935;09/07/2019
3095;2;361;09/07/2019
3317;1;1785;09/07/2019
1866;3;0;09/07/2019
1863;1;2149;09/07/2019
6368;1;2781;09/07/2019
4886;2;385;09/07/2019
2873;3;0;09/07/2019
6989;2;138;09/07/2019
2162;1;751;09/07/2019
7704;3;0;09/07/2019
9207;1;2766;09/07/2019
1017;3;0;09/07/2019
868;3;0;09/07/2019
1721;2;543;09/07/2019
4500;3;0;09/07/2019
2170;1;3395;09/07/2019
5849;3;0;09/07/2019
5796;2;76;09/07/2019
4807;2;895;09/07/2019
5742;1;3841;09/07/2019
758;1;718;09/07/2019
840;2;605;09/07/2019
1947;2;665;09/07/2019
3569;1;3801;09/07/2019
5512;3;0;09/07/2019
3490;2;699;09/07/2019
8780;3;0;09/07/2019
6229;2;666;09/07/2019
1967;3;0;09/07/2019
7611;2;78;09/07/2019
7850;3;0;09/07/2019
4661;1;680;09/07/2019
7811;2;197;09/07/2019
3441;1;3442;09/07/2019
3152;1;1969;09/07/2019
7914;3;0;09/07/2019
3677;1;2383;09/07/2019
1292;1;3876;09/07/2019
6185;1;1765;09/07/2019
7050;2;119;09/07/2019
8366;2;560;09/07/2019
2976;2;123;09/07/2019
6790;1;1969;09/07/2019
9295;2;889;09/07/2019
3030;3;0;09/07/2019
4799;2;471;09/07/2019
8749;3;0;09/07/2019
4731;2;695;09/07/2019
1825;1;633;09/07/2019
1832;2;792;09/07/2019
6912;2;909;09/07/2019
4347;2;809;09/07/2019
2763;1;868;09/07/2019
5013;2;579;09/07/2019
5872;1;795;09/07/2019
8183;2;102;09/07/2019
2326;1;2332;09/07/2019
3980;2;984;09/07/2019
6915;2;862;09/07/2019
1562;3;0;09/07/2019
2251;2;922;09/07/2019
2764;3;0;09/07/2019
2422;2;182;09/07/2019
8140;1;3273;09/07/2019
5005;1;820;09/07/2019
8906;2;619;09/07/2019
2544;2;844;09/07/2019
2551;1;211;09/07/2019
488;1;331;09/07/2019
3930;3;0;09/07/2019
6645;1;1868;09/07/2019
3910;1;2423;09/07/2019
5082;1;2072;09/07/2019
6034;2;350;09/07/2019
4945;3;0;09/07/2019
5878;2;623;09/07/2019
8066;2;672;09/07/2019
604;1;328;09/07/2019
5624;2;518;09/07/2019
5925;1;123;09/07/2019
6103;2;799;09/07/2019
5595;3;0;09/07/2019
2801;3;0;09/07/2019
7474;1;2793;09/07/2019
2800;3;0;09/07/2019
364;2;242;09/07/2019
4419;3;0;09/07/2019
7467;2;811;09/07/2019
1671;3;0;09/07/2019
8583;2;156;09/07/2019
4335;1;788;09/07/2019
7216;3;0;09/07/2019
4299;3;0;09/07/2019
8942;2;290;09/07/2019
2606;1;1170;10/07/2019
8635;1;266;10/07/2019
1779;1;672;10/07/2019
1492;3;0;10/07/2019
3577;3;0;10/07/2019
7811;2;789;10/07/2019
3556;3;0;10/07/2019
5356;1;876;10/07/2019
8776;3;0;10/07/2019
954;3;0;10/07/2019
180;2;514;10/07/2019
8266;3;0;10/07/2019
1485;2;878;10/07/2019
946;2;506;10/07/2019
5982;2;420;10/07/2019
4103;3;0;10/07/2019
8409;1;198;10/07/2019
7014;3;0;10/07/2019
1512;1;5390;10/07/2019
8936;3;0;10/07/2019
8830;2;173;10/07/2019
6932;1;510;10/07/2019
2335;1;2173;10/07/2019
6736;3;0;10/07/2019
5450;1;536;10/07/2019
818;2;675;10/07/2019
5028;2;61;10/07/2019
3328;1;2525;10/07/2019
1856;3;0;10/07/2019
2139;1;967;10/07/2019
9308;2;792;10/07/2019
9307;3;0;10/07/2019
4292;2;719;10/07/2019
7708;1;3325;10/07/2019
8605;3;0;10/07/2019
5089;2;994;10/07/2019
149;3;0;10/07/2019
1209;1;1102;10/07/2019
5973;2;769;10/07/2019
758;1;694;10/07/2019
4149;3;0;10/07/2019
6739;3;0;10/07/2019
7766;3;0;10/07/2019
7031;2;563;10/07/2019
1825;3;0;10/07/2019
7782;1;1644;10/07/2019
3449;2;226;10/07/2019
4363;3;0;10/07/2019
8160;3;0;10/07/2019
417;1;442;10/07/2019
4571;1;1945;10/07/2019
4453;3;0;10/07/2019
6064;1;3122;10/07/2019
3875;2;648;10/07/2019
5585;2;951;10/07/2019
2228;3;0;10/07/2019
4580;1;452;10/07/2019
2864;1;1983;10/07/2019
849;3;0;10/07/2019
3987;2;417;10/07/2019
6424;1;685;10/07/2019
619;3;0;10/07/2019
8950;3;0;10/07/2019
5868;3;0;10/07/2019
4511;3;0;10/07/2019
6989;2;659;10/07/2019
323;1;2470;10/07/2019
6129;2;446;10/07/2019
8298;1;1405;10/07/2019
3896;2;610;10/07/2019
6369;1;2083;10/07/2019
8721;1;1773;10/07/2019
7138;3;0;10/07/2019
4940;1;1853;10/07/2019
3743;2;969;10/07/2019
2924;1;682;10/07/2019
7144;3;0;10/07/2019
7212;3;0;10/07/2019
2665;3;0;10/07/2019
2663;1;1120;10/07/2019
3022;1;1822;10/07/2019
229;2;954;10/07/2019
614;1;402;10/07/2019
6396;2;293;10/07/2019
6111;1;1562;10/07/2019
7401;1;1586;10/07/2019
3596;1;1457;10/07/2019
3624;1;443;10/07/2019
6963;1;502;10/07/2019
1689;2;576;10/07/2019
2997;2;410;10/07/2019
5589;1;710;10/07/2019
4591;1;2564;10/07/2019
7128;1;25;10/07/2019
8693;2;933;10/07/2019
4933;3;0;10/07/2019
6092;1;261;10/07/2019
2668;3;0;10/07/2019
645;1;1696;10/07/2019
2685;2;700;10/07/2019
8950;2;991;11/07/2019
6847;3;0;11/07/2019
908;3;0;11/07/2019
4908;1;1228;11/07/2019
7036;2;826;11/07/2019
8596;2;547;11/07/2019
1580;3;0;11/07/2019
1849;2;396;11/07/2019
6728;3;0;11/07/2019
8956;2;349;11/07/2019
1717;1;463;11/07/2019
7006;1;210;11/07/2019
6942;2;79;11/07/2019
1475;1;908;11/07/2019
6622;1;2752;11/07/2019
6875;2;685;11/07/2019
5000;2;345;11/07/2019
1637;2;680;11/07/2019
1245;1;578;11/07/2019
4834;2;60;11/07/2019
5146;1;1842;11/07/2019
4970;2;681;11/07/2019
8551;3;0;11/07/2019
8883;1;2033;11/07/2019
4944;1;1320;11/07/2019
8710;3;0;11/07/2019
5254;2;423;11/07/2019
6649;3;0;11/07/2019
1183;1;658;11/07/2019
1442;1;316;11/07/2019
5307;3;0;11/07/2019
5393;1;3609;11/07/2019
5711;3;0;11/07/2019
5712;2;305;11/07/2019
5557;1;4440;11/07/2019
2723;3;0;11/07/2019
5878;1;1617;11/07/2019
2467;1;1977;11/07/2019
4444;3;0;11/07/2019
3951;1;4049;11/07/2019
8160;1;5151;11/07/2019
2700;3;0;11/07/2019
3420;2;580;11/07/2019
6418;2;479;11/07/2019
4235;1;1249;11/07/2019
3896;2;704;11/07/2019
2043;1;1107;11/07/2019
3881;2;835;11/07/2019
3887;1;687;11/07/2019
8846;1;197;11/07/2019
7125;3;0;11/07/2019
4236;2;66;11/07/2019
4412;2;648;11/07/2019
2061;2;357;11/07/2019
4001;3;0;11/07/2019
9078;3;0;11/07/2019
3648;3;0;11/07/2019
4163;2;738;11/07/2019
497;3;0;11/07/2019
8127;2;331;11/07/2019
8141;3;0;11/07/2019
9086;3;0;11/07/2019
7570;2;707;11/07/2019
9284;3;0;11/07/2019
161;1;123;11/07/2019
3501;2;569;11/07/2019
4030;2;111;11/07/2019
2493;2;913;11/07/2019
3031;2;326;11/07/2019
448;3;0;11/07/2019
7561;2;487;11/07/2019
2150;1;481;11/07/2019
3494;2;172;11/07/2019
9074;2;135;11/07/2019
6469;2;128;11/07/2019
1954;1;486;11/07/2019
584;2;540;11/07/2019
1930;2;601;11/07/2019
3285;2;262;11/07/2019
2942;2;411;11/07/2019
2419;2;840;11/07/2019
3811;1;487;11/07/2019
2306;1;587;11/07/2019
2873;2;685;11/07/2019
3314;2;249;11/07/2019
4333;2;328;11/07/2019
8472;1;2434;11/07/2019
5771;1;1240;11/07/2019
2409;1;3257;11/07/2019
4282;2;379;11/07/2019
7732;2;320;11/07/2019
5787;2;168;11/07/2019
7537;3;0;11/07/2019
358;1;1682;11/07/2019
6402;1;1174;11/07/2019
5941;3;0;11/07/2019
8003;1;1147;11/07/2019
4629;2;202;11/07/2019
7997;1;164;11/07/2019
4638;2;724;11/07/2019
717;3;0;11/07/2019
9231;2;562;11/07/2019
7745;1;1464;11/07/2019
6900;1;2261;12/07/2019
2419;3;0;12/07/2019
2407;2;363;12/07/2019
7349;3;0;12/07/2019
5141;1;781;12/07/2019
8928;3;0;12/07/2019
4314;3;0;12/07/2019
2359;3;0;12/07/2019
8936;3;0;12/07/2019
3045;1;663;12/07/2019
4212;3;0;12/07/2019
7581;2;617;12/07/2019
